,y_pred
130,17160.93
131,12813.819333333333
132,1755.78
133,6219.85
134,880.4925
135,3574.058333333333
136,3193.52
137,1855.22
138,9064.098333333333
139,5534.22
140,3081.88
141,603.53
142,806.265
143,989.0733333333333
144,1556.47
145,9571.4175
146,4507.618333333333
147,5358.358333333333
148,1029.2603333333332
149,13565.734999999997
150,4698.785
151,599.9175
152,2177.85
153,9328.81
154,5472.54
155,921.635714285714
156,10910.563999999998
157,894.9119999999999
158,1653.61
159,6037.861666666668
160,10724.733333333335
161,867.37
162,1696.5075
163,465.67
164,2219.93
165,8946.16
166,7005.53
167,14090.14
168,447.20583333333326
169,2447.91
170,3907.9150000000004
171,2691.835
172,7450.266666666667
173,3315.196
174,780.4193333333332
175,503.32
176,16217.118
177,951.0233333333334
178,6506.836666666666
179,7148.33
180,14766.294142857145
181,7105.96
182,3620.99
183,5378.45
184,866.5233333333334
185,837.9641666666665
186,7637.08
187,946.6
188,791.09
189,8201.1465
190,4950.871
191,2690.36
192,16216.39
193,16890.99
194,6511.723333333333
195,8475.06
196,833.17
197,3013.63
198,1188.41
199,3963.12
200,10264.14
201,3807.23
202,6256.76
203,4034.4883333333337
204,952.6
205,5340.14
206,747.58
207,8320.59
208,1130.17
209,2533.865
210,1606.63
211,870.9349999999998
212,2856.724166666667
213,1189.8752380952383
214,531.9
215,1983.2900000000002
216,2397.85
217,447.32000000000005
218,6653.25
219,2161.422
220,826.635
221,5246.052333333333
222,818.4883333333335
223,980.58
224,2903.03
225,2256.5024999999996
226,852.294
227,8175.42
228,918.6966666666667
229,752.0
230,1472.23
231,16433.36
232,9991.691666666668
233,1720.2
234,1439.1266666666666
235,9320.437083333332
236,3469.0
237,1216.9766666666665
238,3640.99
239,12476.26
240,2666.5840000000003
241,743.5830476190475
242,4590.643333333333
243,494.08
244,2646.2166666666662
245,9765.103333333333
246,9273.382
247,844.9766666666667
248,857.9198333333333
249,17323.553333333333
250,4346.12
251,15568.065
252,4445.781142857143
253,3620.99
254,4060.3925
255,1892.288583333333
256,559.06
257,1296.84
258,2275.29
259,3518.905
260,9703.681166666665
261,2799.2
262,659.9518333333333
263,955.8
264,4872.95
265,4156.85
266,673.4941666666667
267,1399.87
268,7929.6175
269,5701.78
270,4914.19
271,6789.3925
272,808.32
273,7454.55
274,4358.32
275,3321.08
276,5977.533333333333
277,5991.06
278,5014.82
279,1041.1016666666667
280,4536.5515000000005
281,14404.8
282,8639.58
283,1105.79
284,8467.55
285,474.42233333333337
286,13947.5075
287,5919.286666666668
288,570.33
289,10514.321666666665
290,662.92
291,930.9413333333333
292,1826.563333333333
293,6009.418000000001
294,739.1533333333334
295,1399.78
296,3676.807571428572
297,2615.89
298,998.37
299,6267.516666666667
300,665.18
301,1502.4966666666667
302,663.033
303,863.5216666666665
304,728.3929999999999
305,567.45
306,1056.4408333333333
307,5177.014166666667
308,2124.5016666666666
309,816.44
310,679.77
311,501.41
312,2869.7566666666667
313,1850.13
314,1256.88
315,570.92
316,10220.89
317,516.7425
318,7002.55
319,583.7191666666666
320,600.385
321,11270.806666666665
322,4577.0
323,3387.850666666667
324,2181.41
325,1415.22
326,991.6341666666667
327,2952.5
328,935.2211666666666
329,5163.18
330,771.9686666666666
331,676.7125
332,847.34
333,520.0
334,6421.31
335,3228.17
336,1627.3
337,2524.88
338,1981.039
339,14595.4475
340,3972.172666666666
341,6683.6225
342,1946.3808333333334
343,1277.0369285714287
344,6900.8
345,4711.248333333333
346,2687.77
347,7281.2
348,3552.2833333333338
349,4144.18
350,12007.5
351,15321.503333333334
352,2334.27
353,13086.27
354,3573.1655
355,687.77
356,3370.41
357,1928.85
358,3202.56
359,3754.83
360,482.45
361,610.12
362,14640.274
363,6953.77
364,1698.08
365,628.4540000000001
366,2088.28
367,844.1783333333336
368,951.2233333333335
369,6823.45
370,6402.15
371,8580.8
372,4146.2063333333335
373,11158.92
374,5350.99
375,2025.19
376,3008.33
377,685.885
378,1747.115
379,859.91
380,2379.6
381,1138.5326666666667
382,1824.451
383,516.7234523809523
384,2097.661
385,874.22
386,6584.72
387,12568.62
388,4433.210666666667
389,3752.64
390,3408.998
391,5578.0075
392,671.9666666666666
393,680.71
394,3503.1583333333338
395,1046.84
396,16426.86
397,2082.25
398,779.2953333333334
399,1896.03
400,5150.758
401,3190.27
402,3611.183
403,709.93
404,14722.73
405,681.33
406,3923.8075
407,898.3333333333333
408,538.6393333333333
409,2257.798
410,5522.26
411,672.015
412,11492.12
413,5041.74
414,2156.078333333333
415,3945.21
416,868.425
417,5928.67
418,10058.376666666667
419,11363.506666666664
420,1395.16
421,500.225
422,11233.99
423,913.5875
424,1782.83
425,4732.217333333333
426,2736.76
427,4284.054166666667
428,9119.3575
429,4308.6866666666665
430,976.7829761904762
431,1076.4335
432,7614.85
433,7709.68
434,805.375
435,5958.305
436,543.7488333333333
437,2553.6
438,6433.92
439,13157.6975
440,2431.1319999999996
441,9548.84
442,633.6733333333333
443,1460.69
444,2814.13
445,13514.13
446,5660.553333333332
447,1601.94
448,8008.48
449,8677.588
450,1047.34
451,497.58666666666664
452,480.55
453,611.9866666666667
454,529.9156666666667
455,1190.5893333333336
456,7145.56
457,3131.357142857143
458,3256.106666666667
459,2991.215
460,805.5528333333333
461,15394.259333333335
462,542.1891666666667
463,1015.5216666666668
464,5945.626666666667
465,1606.1
466,1751.1866666666665
467,698.485
468,3746.4619999999995
469,728.61
470,1845.28
471,2686.8031666666666
472,1747.7250000000004
473,821.23
474,3973.85
475,2836.155
476,2156.465
477,1065.6085714285714
478,8541.92
479,643.09
480,1575.4885000000002
481,5214.657333333334
482,5602.48
483,963.6725
484,681.6275
485,692.6744285714286
486,5985.9
487,2135.26
488,1070.6783333333335
489,592.41
490,1000.3126666666666
491,2650.75
492,1187.34
493,1346.668333333333
494,4056.646666666667
495,1773.965
496,17271.11
497,1302.75
498,699.495
499,2862.461666666666
500,4603.27
501,1160.3
502,784.3013333333333
503,2186.26
504,4836.125
505,394.42
506,9875.978000000001
507,2434.78
508,486.9708333333332
509,640.5603333333333
510,10912.011999999999
511,553.9981944444445
512,720.8
513,12577.251666666665
514,975.9505
515,7612.47
516,4348.488333333334
517,13825.449166666667
518,7306.11
519,708.2521666666668
520,2960.86
521,605.15
522,5437.69
523,4933.525
524,8537.01
525,492.9753333333333
526,1999.461166666667
527,5114.865
528,14601.403999999999
529,2385.95
530,8782.17
531,6093.78
532,3666.9
533,3393.23
534,5075.215
535,1932.07
536,3002.2
537,1690.8983333333335
538,931.007
539,15125.99
540,785.5003095238094
541,4043.86
542,1058.025
543,4235.71
544,4883.24
545,939.8316666666668
546,613.6884761904763
547,496.85
548,1157.3746666666666
549,3100.87
550,8112.57
551,1774.1286666666665
552,1594.8
553,1401.731
554,5214.17
555,1033.0966666666668
556,711.0791666666665
557,16512.79
558,737.2791666666667
559,4598.04
560,677.295
561,633.6733333333333
562,819.16
563,2300.58
564,2569.64
565,1670.2598333333333
566,3930.853333333334
567,4339.282857142857
568,761.2739999999999
569,4754.752023809524
570,1295.55
571,4572.41
572,870.69
573,556.8733333333333
574,2518.55
575,2263.15
576,1641.65
577,574.47
578,748.4341666666666
579,629.14
580,2132.675
581,4644.024
582,2608.7808333333332
583,2633.38
584,2271.69
585,1279.86
586,5643.02
587,7522.65
588,1829.065
589,999.605
590,904.74
591,6383.63
592,8533.77
593,4571.578333333333
594,2512.8175
595,728.0818571428572
596,3903.673333333333
597,11399.035
598,939.8238333333334
599,4458.781666666667
600,2611.8
601,4137.64
602,5821.643333333333
603,5427.3166666666675
604,515.52
605,6113.195
606,503.78
607,2428.2825
608,511.94
609,1104.8
610,10928.631666666668
611,6848.144499999999
612,11564.925
613,4116.33
614,860.77
615,1717.08
616,909.4583333333333
617,1108.64
618,681.7533333333333
619,4180.11
620,925.0766428571428
621,836.442523809524
622,15186.505833333333
623,907.05
624,981.1525
625,975.6329999999999
626,5279.3
627,6182.880166666666
628,2717.18
629,4803.31
630,500.64
631,9336.1
632,2295.51
633,3820.16
634,2771.305
635,901.9099523809523
636,3815.2
637,4404.725833333334
638,4343.03
639,1318.61
640,551.57
641,954.9733333333332
642,4779.56
643,744.0593333333331
644,8919.94
645,7031.62
646,6451.811666666667
647,5548.606
648,12758.445
649,375.96
650,9298.203333333333
651,1947.46
652,4671.309
653,530.8575
654,2306.65
655,3046.81
656,462.31333333333333
657,3640.5975
658,13586.660833333335
659,1164.01
660,5719.5
661,7441.82
662,3457.02
663,980.2933333333333
664,3046.598333333334
665,4061.986666666666
666,11445.44
667,15961.2725
668,3143.6679999999997
669,741.045
670,637.24
671,564.3148333333335
672,16602.315
673,8939.248333333333
674,2448.5
675,829.7033333333333
676,881.8625
677,778.85
678,3002.3233333333337
679,1019.1433333333334
680,1281.0466666666666
681,7092.52
682,6047.16
683,4972.49
684,3432.1468333333337
685,6977.24
686,6538.478333333333
687,4397.98
688,15173.295
689,987.4176666666666
690,16391.18
691,8358.488333333333
692,3088.18
693,2012.16
694,1397.0273333333334
695,431.07
696,4786.1
697,3673.426666666668
698,5615.34
699,15944.25
700,2538.97
701,9546.215
702,2273.961666666667
703,5207.703333333333
704,1027.4746666666665
705,7840.162833333333
706,15476.196666666665
707,931.5583333333333
708,772.84
709,4167.0
710,4624.301666666667
711,10735.18
712,2642.6883333333335
713,843.32
714,7814.494166666666
715,2548.44
716,2323.68
717,2298.7
718,6787.79
719,450.03
720,1727.21
721,3147.36
722,11894.946666666665
723,3075.595
724,483.0955
725,974.0886666666669
726,5039.4
727,442.47166666666664
728,2961.4840000000004
729,4491.21
730,1136.7880952380954
731,4288.486666666667
732,9965.74
733,2248.686666666667
734,7577.42
735,4306.099333333333
736,829.0503333333332
737,507.9143333333333
738,2519.3
739,2303.9
740,15229.275
741,2734.9
742,1521.87
743,410.44166666666666
744,9098.55
745,7975.03
746,1715.1570000000002
747,12190.956666666665
748,5255.88
749,2677.321166666667
750,4407.401333333333
751,10988.61
752,3891.23
753,10473.88857142857
754,667.7758333333333
755,2189.21
756,740.82
757,909.4085714285715
758,993.045
759,5450.8
760,1046.86
761,1750.0426666666663
762,3073.91
763,1067.7775
764,2895.54
765,570.18
766,713.8405000000001
767,4522.656428571429
768,511.7566666666667
769,1306.66
770,761.7966666666667
771,1207.71
772,5061.41
773,4475.052
774,5032.695
775,715.68
776,5372.8525
777,16443.317
778,696.59
779,5800.03
780,6367.253333333332
781,5476.09
782,14210.833333333332
783,708.5119999999998
784,6150.423333333334
785,848.07
786,768.97
787,932.6560000000001
788,4713.87
789,6837.361999999999
790,8357.5775
791,3272.26
792,1619.434
793,458.05333333333334
794,4611.343333333334
795,6449.563333333333
796,1736.9266666666665
797,712.95
798,5121.956619047619
799,3357.46
800,1946.02
801,7320.213333333334
802,1635.14
803,10254.73
804,5511.775555555555
805,719.6525
806,675.1775
807,2009.5585
808,715.2857857142858
809,1610.51
810,5121.281785714285
811,5810.1025
812,2728.6780000000003
813,6557.36
814,5533.45
815,879.203
816,625.9903333333333
817,1259.5733333333333
818,5137.9975
819,1192.3833333333332
820,3024.895
821,1660.48
822,6394.564666666667
823,1049.3473333333334
824,13895.015
825,2139.85
826,1098.4065000000003
827,1022.0506190476191
828,2886.985
829,728.2433333333333
830,3657.16
831,1112.461142857143
832,9336.29
833,983.03
834,578.33
835,777.75
836,4538.566666666667
837,868.9715000000001
838,1026.68
839,1610.51
840,4205.99
841,12849.7425
842,678.3915
843,8569.91
844,13287.5
845,7652.8859999999995
846,854.43
847,639.3333333333333
848,1705.9324999999997
849,684.205
850,2609.64
851,14682.01
852,572.79
853,16449.44
854,4214.21
855,692.7726666666666
856,2442.121666666667
857,4965.88
858,11205.19
859,7693.68
860,919.07
861,2385.8766666666666
862,447.72
863,3816.93
864,1862.05
865,3266.48
866,1897.845
867,581.5875
868,4515.595833333334
869,748.625
870,4068.109999999999
871,1831.4411309523807
872,1240.33
873,1760.0
874,5964.32
875,3980.29
876,438.8
877,6559.19
878,844.68
879,10845.37
880,4868.56
881,2043.28
882,588.76
883,1731.09
884,1234.25
885,831.5958571428571
886,872.7979404761905
887,3781.05
888,2583.7701666666667
889,677.76
890,713.0683333333333
891,781.8241666666665
892,985.9473333333334
893,1420.412
894,8095.08
895,3189.83
896,538.9743333333333
897,1073.3166666666666
898,1798.7666666666667
899,8708.63
900,6525.859333333335
901,417.95
902,4494.8
903,543.305
904,1563.94
905,7570.82
906,2030.37
907,1934.82
908,1430.69
909,4113.6
910,784.8874285714286
911,2342.08
912,16191.462857142857
913,4719.01
914,6396.597333333333
915,11800.23
916,1924.16
917,2107.578333333333
918,532.46
919,733.2321666666668
920,11297.516666666665
921,2774.96
922,5204.63
923,6108.5275
924,759.9733333333335
925,772.2473333333334
926,1458.22
927,484.85
928,2613.59
929,3231.58
930,1382.1516666666666
931,3858.26
932,5364.703714285714
933,8053.9
934,2316.765
935,1252.58
936,4082.234166666666
937,2056.7
938,16267.7
939,1274.67
940,4943.7
941,968.6633333333333
942,9428.209428571428
943,1556.16
944,4668.94
945,502.645
946,5284.359333333334
947,3022.2166666666662
948,976.785
949,4820.454333333333
950,7677.74
951,2692.068333333333
952,680.4316666666666
953,1496.0421666666668
954,759.33
955,7892.9015
956,2505.255
957,739.0185
958,1646.795
959,1029.892
960,712.987
961,825.7294999999999
962,1196.6019999999999
963,3727.05
964,8777.31
965,1198.65
966,2195.78
967,835.15
968,3718.18
969,1181.06
970,1231.6130238095238
971,2400.06
972,5772.255
973,5369.608
974,658.09
975,1379.484
976,7051.53
977,11593.31
978,2059.94
979,1092.42
980,3054.44
981,1510.4033333333334
982,1627.2020000000002
983,563.1589285714286
984,2070.2415
985,1049.93
986,1914.0433333333335
987,1175.1746666666668
988,1966.39
989,7048.803333333333
990,1154.37
991,6407.77
992,7297.5475
993,942.7954999999998
994,430.99066666666664
995,765.2
996,3120.46
997,3807.5650000000005
998,4835.39
999,7238.595
1000,2673.02
1001,4596.673333333334
1002,2139.82
1003,2340.84
1004,3179.753333333333
1005,631.7049999999999
1006,4105.07
1007,6284.8975
1008,1181.8672619047618
1009,1142.3355
1010,1260.18
1011,762.35
1012,1157.3746666666666
1013,597.25
1014,1202.055
1015,2126.235
1016,3496.689166666666
1017,2762.8866666666663
1018,950.8116666666666
1019,405.6525
1020,10331.58
1021,902.11
1022,928.8508333333333
1023,636.0728571428571
1024,2967.095
1025,834.3766666666667
1026,574.545
1027,2512.99
1028,1304.9783333333332
1029,2562.5333333333333
1030,618.0526666666666
1031,602.65
1032,733.115
1033,779.26
1034,742.4472380952382
1035,16166.96
1036,5297.62
1037,729.1391666666667
1038,1837.17
1039,443.23199999999997
1040,732.3411111111111
1041,2192.4758333333334
1042,1416.385
1043,383.32
1044,3945.256666666666
1045,8995.877
1046,11046.41
1047,2861.995
1048,9543.303333333333
1049,573.1191666666667
1050,518.865
1051,720.7666666666665
1052,784.8380000000001
1053,538.6173809523809
1054,2302.16
1055,2448.37
1056,1935.015
1057,1040.1391666666668
1058,10518.81
1059,976.8646666666667
1060,689.475
1061,14397.21
1062,856.842
1063,1745.57
1064,769.6448113275615
1065,3727.03
1066,1372.0453333333332
1067,1693.715
1068,5138.11
1069,1219.29
1070,10240.18
1071,3931.3092857142856
1072,4964.055
1073,2974.06
1074,4876.23
1075,672.93
1076,1025.059
1077,445.14416666666665
1078,3859.2684999999997
1079,527.01
1080,2227.55
1081,545.69
1082,5342.036666666668
1083,9882.036833333334
1084,1714.6945
1085,1041.0055714285713
1086,792.7366666666666
1087,8802.64
1088,637.7875
1089,2406.4308333333333
1090,878.3413333333333
1091,12481.69
1092,3977.18
1093,13979.0475
1094,6494.32
1095,787.4766666666666
1096,1770.3633333333332
1097,2645.1194285714287
1098,7209.37
1099,2913.0483333333336
1100,4213.982166666667
1101,1189.41
1102,1287.51
1103,8930.9925
1104,4963.672666666666
1105,2442.025
1106,6182.5
1107,4536.86
1108,3788.5780000000004
1109,4252.9575
1110,539.055
1111,6277.016666666666
1112,5917.6669999999995
1113,622.9696666666666
1114,7024.57
1115,626.1673333333333
1116,7621.65
1117,887.1853333333332
1118,2822.8509999999997
1119,10390.21
1120,638.9933333333335
1121,2889.79
1122,9630.795833333332
1123,6040.935
1124,797.9959404761904
1125,6177.9625
1126,900.47
1127,2057.071
1128,1021.3553333333334
1129,2598.1
1130,467.5975
1131,969.0786666666667
1132,1684.22
1133,16438.53
1134,4313.083333333333
1135,3080.6358333333337
1136,1198.9
1137,2358.083
1138,1659.7480000000003
1139,10314.649
1140,710.36
1141,2191.395
1142,6688.626666666667
1143,743.5830476190475
1144,3603.63
1145,1068.0276666666666
1146,3750.17
1147,741.3986666666667
1148,1805.4260000000002
1149,7809.795999999999
1150,4552.358
1151,1269.455
1152,2706.6
1153,1355.97
1154,11488.091999999999
1155,738.2466666666667
1156,8966.506666666666
1157,10206.915
1158,1664.3188333333333
1159,10153.815
1160,5018.705333333333
1161,4572.7733333333335
1162,631.6116666666667
1163,4145.694666666666
1164,14094.255
1165,8896.15
1166,627.39
1167,15808.883999999998
1168,5355.82
1169,4374.06
1170,3847.55
1171,586.615
1172,3721.13
1173,11108.614000000001
1174,2148.7683333333334
1175,4125.8133333333335
1176,4080.78
1177,5061.62
1178,8600.87
1179,1815.6426666666664
1180,8112.203333333333
1181,662.6766666666666
1182,5499.17
1183,2742.76
1184,889.2950000000002
1185,2862.783666666667
1186,713.4182500000002
1187,5222.52
1188,4267.856666666667
1189,620.6100000000001
1190,963.0989999999999
1191,6215.459999999999
1192,9356.5
1193,6705.04
1194,1197.05
1195,1403.966666666667
1196,2570.28
1197,944.842
1198,7122.44
1199,3848.446
1200,8542.320833333333
1201,851.2044999999999
1202,574.7803333333333
1203,1517.5888333333332
1204,626.385
1205,3611.4725
1206,545.49
1207,452.82
1208,774.4166666666665
1209,1189.0733333333333
1210,968.53
1211,603.97
1212,659.52
1213,728.519587301587
1214,3076.006666666666
1215,4948.3
1216,2641.44
1217,4176.097
1218,3556.021666666666
1219,1605.2
1220,1313.0329166666668
1221,14478.24
1222,8510.43557142857
1223,13520.96
1224,748.4533333333334
1225,6587.371333333333
1226,12531.02
1227,1901.55
1228,14956.31
1229,1779.2401666666667
1230,5276.163333333333
1231,1773.89
1232,4242.156666666667
1233,1585.9733333333334
1234,2398.26
1235,1901.16
1236,2953.17
1237,904.3508333333333
1238,9552.26857142857
1239,1905.5888333333332
1240,4229.214666666666
1241,777.2641666666666
1242,13502.5
1243,2100.12
1244,738.2158095238096
1245,1892.142142857143
1246,2825.58
1247,985.5039999999999
1248,719.34
1249,5674.78
1250,929.62
1251,1313.42
1252,4691.08
1253,1371.2753333333333
1254,535.655
1255,5509.07
1256,3005.7773333333334
1257,2923.045
1258,4047.6325
1259,15694.43
1260,856.96
1261,1321.04
1262,973.55
1263,1258.1126666666669
1264,3292.735
1265,3026.79
1266,4694.733333333334
1267,5254.97
1268,791.4466666666667
1269,5427.28
1270,4731.11
1271,4775.55
1272,1157.08
1273,17043.525
1274,754.945
1275,1746.61
1276,3816.5658333333336
1277,7066.53
1278,7034.42
1279,758.5
1280,11139.902666666669
1281,5990.24
1282,2606.84
1283,1708.0690000000002
1284,6988.65
1285,4322.12
1286,1551.46
1287,14597.181166666665
1288,2184.25
1289,462.77
1290,9495.265
1291,4963.709333333333
1292,908.84
1293,2224.91
1294,4302.09
1295,5429.92
1296,2757.11
1297,789.56
1298,1091.26
1299,16810.973333333335
1300,11265.981666666665
1301,4507.79
1302,639.7055
1303,1284.9251666666664
1304,1923.9099999999996
1305,10216.92
1306,4346.430333333334
1307,5848.04
1308,541.06
1309,3633.735
1310,1842.131666666667
1311,3603.8
1312,609.8325
1313,1473.02
1314,1089.7743333333333
1315,547.1911666666667
1316,1150.2166666666665
1317,2298.453333333333
1318,2717.84
1319,5283.911666666666
1320,1162.5384999999999
1321,635.495261904762
1322,9771.295833333335
1323,16893.57
1324,7825.33
1325,1405.52
1326,3988.046666666667
1327,4788.727
1328,8466.37
1329,996.8333333333335
1330,859.454
1331,858.9680000000001
1332,1222.93
1333,747.4566666666666
1334,10479.0225
1335,6814.57
1336,449.92566666666664
1337,1068.8483571428574
1338,797.7416666666666
1339,3226.333666666667
1340,14873.55
1341,2893.268333333333
1342,864.04
1343,1433.0957142857142
1344,14069.1725
1345,17134.64
1346,703.11
1347,3685.61
1348,4864.19
1349,1718.31
1350,2653.45
1351,727.61
1352,3508.71
1353,561.76
1354,1126.01
1355,2299.45
1356,1172.43
1357,702.04
1358,5510.3645
1359,713.2427380952381
1360,5203.688
1361,6844.92
1362,796.3547619047619
1363,7895.34
1364,2537.11
1365,514.05
1366,1007.3073333333334
1367,817.3766666666666
1368,566.3599999999999
1369,1381.27
1370,2278.535
1371,4060.4819999999995
1372,2748.615
1373,5343.26
1374,716.9408333333334
1375,8208.904166666667
1376,6741.9075
1377,788.7529761904761
1378,911.23
1379,2553.6
1380,3968.382
1381,740.045
1382,597.3475
1383,2165.87
1384,11085.646666666666
1385,2210.02
1386,4117.065
1387,4143.78
1388,17481.61
1389,2145.42
1390,844.5
1391,788.4013333333334
1392,14637.22
1393,1947.17
1394,6486.48
1395,2537.32
1396,554.128
1397,7588.83
1398,5084.9
1399,7988.17
1400,3278.69
1401,4524.816666666667
1402,6814.55
1403,745.6575
1404,2511.87
1405,2886.35
1406,15610.16
1407,2161.31
1408,1076.4241666666667
1409,539.2974999999999
1410,2900.625
1411,6392.536666666668
1412,8591.275
1413,1230.905
1414,8289.3
1415,1072.976
1416,7030.83
1417,684.5866666666666
1418,777.64
1419,640.565
1420,5023.593166666667
1421,5940.156999999999
1422,14115.921
1423,5107.73
1424,1980.98
1425,1206.2383333333332
1426,2473.752
1427,4371.05
1428,1718.5020000000002
1429,3042.203333333333
1430,4858.31
1431,3599.35
1432,15100.95
1433,6034.451666666668
1434,1361.85
1435,1979.43
1436,4115.82
1437,1086.6032341269843
1438,4428.737857142857
1439,624.0157142857142
1440,5805.954353174605
1441,4693.25
1442,9134.901
1443,2513.73
1444,747.915
1445,777.6505000000001
1446,619.6039761904763
1447,9356.19
1448,3376.435833333334
1449,5261.766666666667
1450,8546.88
1451,626.8711666666667
1452,9097.607
1453,900.0876666666668
1454,4459.27
1455,1841.9858333333334
1456,2220.44
1457,5109.625
1458,2887.4359999999997
1459,8493.82
1460,682.1016190476194
1461,875.405
1462,1893.77
1463,10341.4925
1464,3954.558
1465,4456.3589999999995
1466,818.0915000000001
1467,989.2516666666666
1468,3219.518333333334
1469,4824.803333333333
1470,726.6223571428573
1471,5511.56
1472,538.4323333333334
1473,11339.556666666665
1474,15414.08
1475,992.845
1476,666.6080000000001
1477,15682.12
1478,5110.91
1479,917.008
1480,4541.58475
1481,4833.0475
1482,16194.4125
1483,718.4
1484,1252.0766666666668
1485,2069.17
1486,7294.78
1487,1202.76
1488,735.67
1489,8786.165
1490,1306.17
1491,997.1900476190477
1492,4936.7
1493,12001.194333333333
1494,2017.3426666666667
1495,738.1625
1496,7297.04
1497,2138.44
1498,2040.6191666666668
1499,6272.26
1500,2505.98
1501,5232.723333333333
1502,10800.6625
1503,4754.013333333333
1504,1292.045
1505,6862.93
1506,1883.75
1507,470.755
1508,1312.5283333333332
1509,13863.6
1510,8161.28
1511,630.03525
1512,4343.53
1513,3050.801333333333
1514,3655.235
1515,3714.89
1516,1161.54
1517,545.7091666666668
1518,630.3269523809523
1519,2546.68
1520,995.6747619047618
1521,1307.4
1522,946.98
1523,6146.376666666667
1524,1440.4066666666668
1525,434.9133333333333
1526,2251.95
1527,1688.99
1528,1007.461
1529,5208.527428571429
1530,936.0266666666665
1531,7542.57
1532,921.8114999999999
1533,702.07
1534,1859.65
1535,760.6600714285714
1536,12024.95
1537,9027.314
1538,9327.55
1539,14508.285
1540,835.05
1541,1697.89
1542,1396.89
1543,4931.287666666667
1544,4621.03
1545,8501.69
1546,5352.49
1547,12821.81
1548,8508.07
1549,2300.5366666666664
1550,603.85
1551,7637.076
1552,465.29083333333335
1553,3301.25
1554,4191.821
1555,596.3483333333334
1556,13008.121666666666
1557,8929.133333333333
1558,782.797
1559,7563.095
1560,8209.97
1561,1327.87
1562,12305.328333333335
1563,599.8481666666667
1564,3155.9793333333337
1565,2997.8673333333336
1566,642.1
1567,1616.9761428571428
1568,7119.825
1569,8313.29
1570,3576.74
1571,15947.82
1572,769.6299999999999
1573,3208.15
1574,706.5165
1575,3621.28
1576,2135.578333333333
1577,16332.093333333332
1578,5440.435
1579,682.5991666666665
1580,660.2429999999999
1581,650.422
1582,628.7166666666667
1583,9734.896666666666
1584,462.005
1585,3091.39
1586,2374.4675
1587,3856.335
1588,873.23
1589,4642.995
1590,736.1603333333334
1591,2914.26
1592,1970.688
1593,741.61
1594,2661.74
1595,918.6506666666667
1596,2206.36
1597,934.7316666666667
1598,643.3183333333333
1599,944.06
1600,1581.23
1601,1451.72
1602,1134.32
1603,985.29
1604,761.1951825396826
1605,9882.04
1606,5374.44
1607,6398.146
1608,4210.923333333333
1609,600.0
1610,5860.79
1611,15815.132833333331
1612,1819.5
1613,13981.15
1614,548.27
1615,689.475
1616,527.03
1617,1176.814904761905
1618,2511.6185
1619,439.48
1620,1961.17
1621,10922.016666666668
1622,5212.25
1623,490.4608333333333
1624,807.04
1625,587.69
1626,17038.875
1627,647.76
1628,5109.89
1629,1778.65
1630,5085.8
1631,515.6
1632,1626.924
1633,974.1533333333333
1634,695.1333333333333
1635,624.425
1636,867.9549999999998
1637,941.638
1638,870.1410000000001
1639,939.47
1640,10962.98
1641,616.245
1642,1964.4621190476191
1643,17329.567
1644,1452.838
1645,3847.5133333333333
1646,738.2466666666667
1647,5388.48
1648,12543.469666666666
